,polynomial-regression-model-degree,residuals-min,residuals-max,residuals-µ,residuals-σ,mse,mae,rmse
823,824,2.4286591650754577e+21,6.052099028097827e+23,1.5422285999244405e+23,1.4962833377466004e+23,4.617332881243007e+46,1.5422285999244405e+23,2.1487980084789277e+23
824,825,2.072890770813979e+21,4.9598390549696815e+23,1.4417003347611118e+23,1.3669174853920098e+23,3.9469632671207177e+46,1.4417003347611118e+23,1.9866965714775665e+23
825,826,4.3396372567129284e+21,4.455004813034933e+23,1.4439907929989445e+23,1.3463959432027304e+23,3.897891446138491e+46,1.4439907929989445e+23,1.9743078397601756e+23
826,827,1.213826711483032e+21,5.153717072052702e+23,1.3713918195779894e+23,1.2721967019664626e+23,3.4991999712997737e+46,1.3713918195779894e+23,1.8706148645030527e+23
827,828,1.4253667841840136e+21,2.1370224564681062e+24,5.129457201148849e+23,4.425463417364564e+23,4.589605763684984e+47,5.129457201148849e+23,6.774662916843157e+23
828,829,5.292838399794817e+21,6.316268116457612e+23,1.82656969289157e+23,1.5027303203296778e+23,5.594555258628139e+46,1.82656969289157e+23,2.365281221890568e+23
829,830,1.6980062966882624e+21,4.958160143094654e+23,1.3503919469125796e+23,1.3195404884944228e+23,3.5647455110624466e+46,1.3503919469125796e+23,1.8880533655229257e+23
830,831,4.083324359845145e+21,7.162113145668385e+23,1.4141999572422396e+23,1.4602566806592142e+23,4.1323110924738176e+46,1.4141999572422396e+23,2.0328086708969485e+23
831,832,2.1367157152739628e+21,6.088053962752848e+23,1.4740143047100252e+23,1.535420452416645e+23,4.5302341361891123e+46,1.4740143047100252e+23,2.128434668057517e+23
832,833,3.4832125380323915e+20,5.973646762274699e+23,1.1286410528645962e+23,1.3408352498377915e+23,3.071669793418877e+46,1.1286410528645962e+23,1.7526179827386448e+23
833,834,7.099044727804557e+21,5.952065505007568e+23,1.0918248471515241e+23,1.2851154490700833e+23,2.8436032142960515e+46,1.0918248471515241e+23,1.6862986729212744e+23
834,835,6.165800262048437e+20,5.236309727311706e+23,1.0515120110761095e+23,1.204980212854913e+23,2.5576548228091943e+46,1.0515120110761095e+23,1.5992669642086635e+23
835,836,6.629322556360276e+21,4.9786357798187854e+23,1.4025119722942787e+23,1.4276463646433377e+23,4.0052139749081246e+46,1.4025119722942787e+23,2.001303069229677e+23
836,837,3.3963821184607354e+21,7.127596728560695e+23,1.5110512608195906e+23,1.75427230818359e+23,5.360747244084256e+46,1.5110512608195906e+23,2.3153287550765348e+23
837,838,7.135457666900481e+21,1.2128906771540487e+24,3.0910624053195994e+23,3.13925017153893e+23,1.940955843308739e+47,3.0910624053195994e+23,4.4056280407096776e+23
838,839,2.288746724851472e+22,1.170973009159136e+24,2.8113242251112892e+23,2.835925919796788e+23,1.5946019721272847e+47,2.8113242251112892e+23,3.9932467643851975e+23
839,840,2.078408177233257e+22,1.8656920806123399e+24,4.451867740496359e+23,4.089396797585961e+23,3.654229254697847e+47,4.451867740496359e+23,6.045022129568962e+23
840,841,1.4800482699815042e+21,1.3476817609460595e+24,3.162366525273701e+23,3.278202295136344e+23,2.0747172328008855e+47,3.162366525273701e+23,4.554906401673788e+23
841,842,5.934806275613102e+21,1.6642336386719224e+24,5.775379708297871e+23,5.144216804601682e+23,5.981797730776514e+47,5.775379708297871e+23,7.734208253452007e+23
842,843,6.992698226220976e+22,4.936992289156493e+24,1.438667481313056e+24,1.175461628234711e+24,3.45147416123985e+48,1.438667481313056e+24,1.8578143505850766e+24
843,844,7.161474078468372e+21,1.0163705835288577e+24,3.0810338600442165e+23,2.902875608044786e+23,1.7919456442520353e+47,3.0810338600442165e+23,4.233137895523881e+23
844,845,5.329548843711e+21,2.8553929913412417e+24,6.920363887130622e+23,7.697683502652205e+23,1.0714576763730553e+48,6.920363887130622e+23,1.035112397941912e+24
845,846,7.629896682104055e+20,7.21854100515929e+23,1.5472342078871992e+23,1.275382431788513e+23,4.020534041371109e+46,1.5472342078871992e+23,2.0051269389669843e+23
846,847,4.0098343252099376e+21,1.187387673462147e+24,2.4224388309047758e+23,2.2378858407119056e+23,1.087634292553413e+47,2.4224388309047758e+23,3.297930097126701e+23
847,848,7.583440059317931e+20,8.132145302175544e+23,1.5351411012621128e+23,1.4309942883666599e+23,4.404402854122255e+46,1.5351411012621128e+23,2.0986669231019617e+23
848,849,1.1746557515611856e+21,6.952925358849917e+23,1.774969905897311e+23,1.7511763379754048e+23,6.217136733526058e+46,1.774969905897311e+23,2.4934186839610506e+23
849,850,3.3254612901596433e+21,6.91784301535217e+23,1.88267061915256e+23,1.8369410836121643e+23,6.918801204882514e+46,1.88267061915256e+23,2.6303614209614834e+23
850,851,7.071540947562871e+21,7.374036781965742e+23,1.6014819820286883e+23,1.776266367639856e+23,5.719866747571025e+46,1.6014819820286883e+23,2.3916242906382735e+23
851,852,2.4087515228479894e+21,5.448272093707193e+23,1.162967466068927e+23,1.2162954557815528e+23,2.8318679628896374e+46,1.162967466068927e+23,1.6828154868819213e+23
852,853,1.1263440727905613e+21,5.320573921755309e+23,1.4663440910026564e+23,1.4602115162225745e+23,4.282382665327438e+46,1.4663440910026564e+23,2.0693918588144292e+23
853,854,4.564249791062803e+21,1.4729675147177678e+24,2.852743310986403e+23,2.464046086114911e+23,1.4209667512875876e+47,2.852743310986403e+23,3.7695712638012136e+23
854,855,1.0234632040494794e+22,1.3908394516296748e+24,3.7582024568585315e+23,3.7697367429163746e+23,2.8335000817631254e+47,3.7582024568585315e+23,5.323063104795138e+23
855,856,4.1251426520814227e+21,1.0634745941364605e+24,2.4001011616296985e+23,2.4781241916719673e+23,1.190158509540607e+47,2.4001011616296985e+23,3.449867402583188e+23
856,857,1.5475639498277546e+20,9.047367921273333e+23,2.3071746239844588e+23,2.4441597255487902e+23,1.1296971509552568e+47,2.3071746239844588e+23,3.3610967718220445e+23
857,858,2.3527684304067468e+21,9.374718482570528e+23,2.386601352156837e+23,2.4976250374565724e+23,1.1933996841846786e+47,2.386601352156837e+23,3.45456174381741e+23
858,859,1.2385674293873297e+22,9.866382196835933e+23,2.62038679861056e+23,2.7050995879897073e+23,1.4183990755274578e+47,2.62038679861056e+23,3.766163931014498e+23
859,860,2.2027436501213695e+20,1.0188703527924238e+24,2.5504457394016675e+23,2.7885072732359825e+23,1.4280546282522092e+47,2.5504457394016675e+23,3.778961005689539e+23
860,861,1.3030354410964653e+21,9.725335687213296e+23,2.993301804584908e+23,2.733777615621754e+23,1.643339574500583e+47,2.993301804584908e+23,4.05381249504782e+23
861,862,7.394420454292235e+21,7.020673181827247e+23,2.253057839997331e+23,1.875582019613863e+23,8.594077542672255e+46,2.253057839997331e+23,2.9315657152232243e+23
862,863,4.677652337611709e+21,5.555903253286779e+23,1.8558517656937922e+23,1.539138098416058e+23,5.813131862224565e+46,1.8558517656937922e+23,2.4110437288080374e+23
863,864,5.01412939650233e+21,5.6643725804929623e+23,1.7726564488473842e+23,1.5738791357785788e+23,5.619406419679345e+46,1.7726564488473842e+23,2.370528721547019e+23
864,865,1.5499274293666243e+22,6.363086354796481e+24,1.4397289659207428e+24,1.5722724333733232e+24,4.544860100056882e+48,1.4397289659207428e+24,2.131867749194795e+24
865,866,6.013795047871382e+20,5.545216606227888e+23,1.5593694254127854e+23,1.6149088324094685e+23,5.039563541906312e+46,1.5593694254127854e+23,2.2448972230163035e+23
866,867,4.172030655066187e+20,5.785349675692773e+23,1.5682140633279292e+23,1.6245438483328344e+23,5.098438063575548e+46,1.5682140633279292e+23,2.257972113108474e+23
867,868,1.953413916172558e+22,5.268846710266066e+24,1.0412571689219247e+24,1.206493887230137e+24,2.539843991754988e+48,1.0412571689219247e+24,1.5936888001598644e+24
868,869,1.1490980530473539e+21,1.2334763874051468e+24,2.4974165411360744e+23,2.4927456071847168e+23,1.245087004207877e+47,2.4974165411360744e+23,3.5285790400781404e+23
869,870,4.1107894696641844e+21,1.383425226648773e+24,2.840642964053912e+23,2.9024969766158244e+23,1.6493741148492997e+47,2.840642964053912e+23,4.061248717881361e+23
870,871,6.112288136429945e+21,1.2600716474595935e+24,3.581673828584089e+23,3.573119208846902e+23,2.559556829499492e+47,3.581673828584089e+23,5.059206291009976e+23
871,872,7.2810575265963295e+22,1.595941935703533e+25,3.3991600783136784e+24,3.4880086378734804e+24,2.3720493495881465e+49,3.3991600783136784e+24,4.870368928108164e+24
872,873,4.2411145325870305e+22,5.520151879876516e+25,1.4806012497544898e+25,1.484842133659875e+25,4.396936222666166e+50,1.4806012497544898e+25,2.0968872698994015e+25
873,874,4.698152936034066e+22,2.1648029375716848e+24,6.273783839472303e+23,5.422275168638492e+23,6.876143166885743e+47,6.273783839472303e+23,8.292251302804168e+23
874,875,1.2496676848239156e+23,1.0712335512749113e+25,2.314997951767681e+24,1.9455007328672526e+24,9.144188618275576e+48,2.314997951767681e+24,3.0239359481106037e+24
875,876,1.303826264261833e+22,2.0607074923937867e+24,5.2286039038262205e+23,5.121208595984569e+23,5.356507626669302e+47,5.2286039038262205e+23,7.318816589223495e+23
876,877,1.2215260437142936e+21,8.320547990301936e+24,2.097011314453074e+24,2.081356917592419e+24,8.729503071354028e+48,2.097011314453074e+24,2.9545732469096155e+24
877,878,1.0420567503428863e+22,2.935619454830974e+24,6.305995174964003e+23,5.7943897645108354e+23,7.334052788973724e+47,6.305995174964003e+23,8.563908447066516e+23
878,879,1.7680641724993545e+21,1.7185818911726105e+24,5.0659564288211683e+23,4.656918212144714e+23,4.735080177331965e+47,5.0659564288211683e+23,6.881191886099358e+23
879,880,1.0601274365350689e+22,2.0508414077786513e+24,4.3580001185896536e+23,4.2776731661490975e+23,3.7290652750019485e+47,4.3580001185896536e+23,6.106607302751626e+23
880,881,5.91996445650329e+21,1.8512700885226342e+24,4.422164521755103e+23,4.384067699740171e+23,3.87755886533746e+47,4.422164521755103e+23,6.227004789894946e+23
881,882,6.730235959880818e+21,1.2434992546744066e+24,2.8745943904900118e+23,2.7390078026856623e+23,1.5765456653009582e+47,2.8745943904900118e+23,3.97057384429626e+23
882,883,9.712940860018646e+21,1.3209897854846434e+24,3.306705519724523e+23,2.9826486210197763e+23,1.9830494190647803e+47,3.306705519724523e+23,4.45314430382037e+23
883,884,1.199449284677745e+22,1.0104586214454134e+24,2.2313168761299736e+23,2.3361961500127525e+23,1.0436587453036832e+47,2.2313168761299736e+23,3.230570762734788e+23
884,885,2.923298480713764e+21,9.39059351883432e+23,2.029220339436107e+23,1.961259379874638e+23,7.964273541127438e+46,2.029220339436107e+23,2.822104452554412e+23
885,886,6.137101473098372e+21,3.906062351738575e+24,8.860477248082388e+23,9.110670447672786e+23,1.6151237306988387e+48,8.860477248082388e+23,1.2708751829738588e+24
886,887,4.281858577108072e+22,3.537810772617303e+24,9.286389540505261e+23,8.961149926373136e+23,1.665392387009428e+48,9.286389540505261e+23,1.290500827977041e+24
887,888,3.325816060977093e+21,5.9227858917531115e+23,1.4360866311690393e+23,1.336654730109559e+23,3.848990679746697e+46,1.4360866311690393e+23,1.9618844715596015e+23
888,889,1.7684582886440236e+21,5.870920754321222e+23,1.4433476134267944e+23,1.3262455174249068e+23,3.8421795056744806e+46,1.4433476134267944e+23,1.9601478275054872e+23
889,890,1.1757436295803956e+21,9.83638894728179e+23,1.8680528345230896e+23,1.8633794967614162e+23,6.961804541520577e+46,1.8680528345230896e+23,2.6385231743383604e+23
890,891,1.3199537620735278e+22,8.369474532621845e+23,2.3388984280568928e+23,1.9279862009022232e+23,9.187576647636392e+46,2.3388984280568928e+23,3.0311015568001666e+23
891,892,1.8826334983773569e+22,1.0246786340205696e+24,1.928847942848662e+23,1.889442588807461e+23,7.290447683030951e+46,1.928847942848662e+23,2.7000829029922304e+23
892,893,4.082653529517586e+22,3.7248301840790955e+24,9.600112038433267e+23,8.208943374412196e+23,1.595489024747772e+48,9.600112038433267e+23,1.2631266859455437e+24
893,894,3.668918995269137e+20,8.926708868640445e+23,2.049635041862768e+23,2.104178306907709e+23,8.628570152092785e+46,2.049635041862768e+23,2.937442791288502e+23
894,895,2.725298385515656e+19,7.036390722498882e+23,1.4423528982199809e+23,1.37489800746599e+23,3.9707264139375296e+46,1.4423528982199809e+23,1.9926681645315484e+23
895,896,1.8791954322335728e+20,9.024045925468619e+23,1.9847289965302654e+23,2.025450606903272e+23,8.041599350672869e+46,1.9847289965302654e+23,2.835771385473954e+23
896,897,3.8491260891214444e+21,8.48794889042585e+23,1.825810837636974e+23,1.8408413348868502e+23,6.722282035060628e+46,1.825810837636974e+23,2.5927363990696447e+23
897,898,1.111422777460866e+22,2.0117489351651485e+24,4.068500110207143e+23,5.197340389666721e+23,4.356504027281657e+47,4.068500110207143e+23,6.600381827804856e+23
898,899,5.32642331611737e+21,9.324616901239136e+23,1.8634647346277806e+23,1.871442829438621e+23,6.974799081058613e+46,1.8634647346277806e+23,2.6409844908780917e+23
899,900,2.9518388461352727e+21,1.235832731788035e+24,2.5548421797754518e+23,2.568673046779558e+23,1.3125299784811564e+47,2.5548421797754518e+23,3.6228855605458424e+23
900,901,2.2470189674648725e+20,1.4041110914647775e+24,2.653093754792376e+23,3.190606714664528e+23,1.7218877679380684e+47,2.653093754792376e+23,4.149563552878867e+23
901,902,5.675203108845956e+21,2.264745233855564e+24,4.0100048950068494e+23,4.461887324211143e+23,3.5988577751934965e+47,4.0100048950068494e+23,5.99904807048043e+23
902,903,6.407760592876883e+21,2.0628491336057816e+24,3.776413154674721e+23,4.3946368099610476e+23,3.3574129006264888e+47,3.776413154674721e+23,5.794318683526553e+23
903,904,3.6500894438172014e+22,3.096864320895103e+24,6.764559914743833e+23,6.789743840552536e+23,9.185989226048018e+47,6.764559914743833e+23,9.584356643013665e+23
904,905,9.117559025493528e+21,1.605568494774027e+24,3.0056742619978563e+23,3.629579697700959e+23,2.220792655119934e+47,3.0056742619978563e+23,4.712528679085077e+23
905,906,1.0652473921483886e+21,7.376749086559416e+23,1.9137620175161672e+23,2.0976134581781123e+23,8.062467279617489e+46,1.9137620175161672e+23,2.8394484111562036e+23
906,907,1.499909670729144e+21,8.579216379924754e+23,2.2642559078007643e+23,2.4929180359849713e+23,1.134149515014983e+47,2.2642559078007643e+23,3.3677136383828464e+23
907,908,6.507515836119405e+21,9.152603653772435e+23,2.5615624204553104e+23,2.415710061652479e+23,1.2397257135857895e+47,2.5615624204553104e+23,3.520973890255066e+23
908,909,6.302081397060201e+21,9.642776140081636e+23,2.2902993567492867e+23,2.4317941941613086e+23,1.1159094146282845e+47,2.2902993567492867e+23,3.3405230348379344e+23
909,910,6.85950539660297e+21,9.599822195761078e+23,2.2926505900607366e+23,2.4245034389983207e+23,1.113446365382053e+47,2.2926505900607366e+23,3.336834376144631e+23
910,911,4.5923637307626016e+21,1.1389656409490046e+24,2.9752829076975453e+23,2.8213216871448207e+23,1.681216444319086e+47,2.9752829076975453e+23,4.1002639479905266e+23
911,912,2.834534790756093e+21,6.054618841121449e+23,1.4540775335637633e+23,1.4938962634511791e+23,4.346067519568271e+46,1.4540775335637633e+23,2.0847224082760445e+23
912,913,6.39789955829775e+21,8.189553110337932e+23,1.8420070709943652e+23,1.899393026392993e+23,7.000683918303575e+46,1.8420070709943652e+23,2.645880556318364e+23
913,914,4.851980576501071e+21,6.307484168566185e+23,1.6402485866524216e+23,1.52478983502581e+23,5.015399467013304e+46,1.6402485866524216e+23,2.2395087557349053e+23
914,915,5.770296234008128e+20,7.075070412557992e+23,1.246351039206187e+23,1.4706773473555574e+23,3.7162827729551207e+46,1.246351039206187e+23,1.9277662651252928e+23
915,916,6.583335382184708e+20,7.42399659722438e+23,1.2525558727073959e+23,1.4941469654056134e+23,3.8013713684845894e+46,1.2525558727073959e+23,1.9497105858266733e+23
916,917,2.20440288924668e+20,7.020579427629883e+23,1.223012817212958e+23,1.3299575126288038e+23,3.264547336464972e+46,1.223012817212958e+23,1.80680583806478e+23
917,918,1.7286234716137884e+23,5.039839854538045e+26,1.2376933816821497e+26,1.2379556261452605e+26,3.064419039364499e+52,1.2376933816821497e+26,1.7505482110940272e+26
918,919,6.131536572761281e+21,1.1497202117645979e+24,2.545569072772152e+23,2.6192841484242353e+23,1.3340571354440542e+47,2.545569072772152e+23,3.652474689089651e+23
919,920,1.198298014285013e+22,1.1911050926208708e+24,2.873277848767945e+23,2.917293931934392e+23,1.6766329481521773e+47,2.873277848767945e+23,4.0946708636374884e+23
920,921,5.898965040624929e+21,9.015365251856504e+23,1.7983665494805404e+23,2.0925639823230443e+23,7.612946266406225e+46,1.7983665494805404e+23,2.7591568035191882e+23
921,922,3.5606990117910715e+20,9.243404789394875e+23,2.4470095382612718e+23,2.744750393680757e+23,1.352151040395231e+47,2.4470095382612718e+23,3.6771606442950397e+23
922,923,1.306982897226228e+21,8.7383236339776e+23,1.746263027423027e+23,1.771119398749503e+23,6.186298485571436e+46,1.746263027423027e+23,2.4872270675536314e+23
923,924,2.101819466491919e+20,6.243451628571973e+23,1.6872070513672134e+23,1.4948060846318187e+23,5.081112864835554e+46,1.6872070513672134e+23,2.2541323973616887e+23
924,925,1.0194373620094216e+21,1.0328914041269958e+24,2.2248567293737315e+23,2.235597146026402e+23,9.947882065560973e+46,2.2248567293737315e+23,3.154026326072909e+23
925,926,1.0215002242379518e+21,5.767232312926111e+23,1.634251155610118e+23,1.658495380244686e+23,5.421383765905971e+46,1.634251155610118e+23,2.328386515573815e+23
926,927,7.843461676054509e+21,2.563136517087466e+24,6.227447821070774e+23,6.444222759351053e+23,8.030911333629722e+47,6.227447821070774e+23,8.961535210905396e+23
927,928,1.5532658877113775e+21,7.047252345808606e+23,1.9162354521887415e+23,1.821207576992313e+23,6.988755346719201e+46,1.9162354521887415e+23,2.6436254172479127e+23
928,929,1.367900770464704e+22,8.600152146381648e+23,2.4641371176988847e+23,2.336155872989111e+23,1.1529595997722884e+47,2.4641371176988847e+23,3.39552587940703e+23
929,930,8.119478069515549e+21,6.742291756729682e+23,1.400533576063506e+23,1.4218566048122658e+23,3.983170502329495e+46,1.400533576063506e+23,1.99578819074808e+23
930,931,3.629812982708436e+21,1.0580493528054202e+24,2.5288039501011825e+23,2.5066886310826642e+23,1.2678337311246425e+47,2.5288039501011825e+23,3.560665290538613e+23
931,932,8.095749496359087e+20,9.516943170744421e+23,2.431556869163148e+23,2.49426082545765e+23,1.2133805873387167e+47,2.431556869163148e+23,3.483361289528717e+23
932,933,2.6619509545708164e+21,6.332955437127128e+23,1.1205113410186817e+23,1.2123025672670788e+23,2.725223179953833e+46,1.1205113410186817e+23,1.6508249997967177e+23
933,934,6.331742530801553e+21,1.5315840981630175e+24,3.742581448920548e+23,4.405626445840927e+23,3.3416460282097183e+47,3.742581448920548e+23,5.7806972141859486e+23
934,935,1.1551867258466747e+22,1.5168482925534313e+24,3.221872220457872e+23,3.761855748989682e+23,2.453201928116486e+47,3.221872220457872e+23,4.95298084805149e+23
935,936,1.258398872526487e+22,6.913952341463563e+23,1.8955804722255963e+23,1.8860271658633625e+23,7.150323797057601e+46,1.8955804722255963e+23,2.6740089373555956e+23
936,937,3.6817812583130994e+21,1.3346669853711397e+24,2.8514513391649916e+23,2.995095200478708e+23,1.7101369999556413e+47,2.8514513391649916e+23,4.1353802726661564e+23
937,938,9.102437875906319e+22,2.998305315336749e+24,9.663347441171262e+23,7.882531287950773e+23,1.5551458327431408e+48,9.663347441171262e+23,1.24705486356581e+24
938,939,4.695991692255041e+22,2.0122818357774484e+24,5.125708071895071e+23,4.389292056593697e+23,4.553876799636681e+47,5.125708071895071e+23,6.748241844833869e+23
939,940,1.4740640509608344e+22,1.3725702567457146e+24,3.576884371937593e+23,3.521283641728224e+23,2.5193540295714173e+47,3.576884371937593e+23,5.019316716019639e+23
940,941,1.5420608924251205e+22,3.2098914333731497e+24,9.067077561831471e+23,9.380311031342705e+23,1.7020213055699734e+48,9.067077561831471e+23,1.3046153860697693e+24
941,942,6.780866297194097e+21,1.336267615158865e+24,3.8233156045177675e+23,3.789273649720322e+23,2.897633700421383e+47,3.8233156045177675e+23,5.382967304769167e+23
942,943,9.691588522009208e+20,2.1178299262367219e+24,3.522690410264584e+23,4.529729193040572e+23,3.292779428885405e+47,3.522690410264584e+23,5.738274504487743e+23
943,944,1.0671582718303876e+20,2.0564845398905162e+24,3.384145058477172e+23,4.418700883331933e+23,3.0977355273173866e+47,3.384145058477172e+23,5.565730434828286e+23
944,945,1.1499890148467502e+22,3.676156669169179e+24,8.947397232806104e+23,9.194764986952265e+23,1.6459962040690965e+48,8.947397232806104e+23,1.2829638358383672e+24
945,946,1.5235202228809026e+22,1.988194931132609e+24,4.8510441868497746e+23,4.800860963093083e+23,4.6580895689720035e+47,4.8510441868497746e+23,6.82501983071991e+23
946,947,4.327391636876291e+21,2.3806500112494418e+24,5.136515191063109e+23,5.0439881792923976e+23,5.182560506086353e+47,5.136515191063109e+23,7.19900028204358e+23
947,948,2.6144110087369134e+22,3.7853856169071163e+24,9.12357753369076e+23,1.0276092732246311e+24,1.888377488549922e+48,9.12357753369076e+23,1.3741824800767625e+24
948,949,6.417649383794236e+21,2.6323612630838455e+24,5.432249612973789e+23,6.263504959377552e+23,6.874083023380105e+47,5.432249612973789e+23,8.291008999741892e+23
949,950,1.0171223477900865e+22,1.0825247172089834e+24,3.103883255362364e+23,2.7027743710147483e+23,1.6939080563533029e+47,3.103883255362364e+23,4.1157114286029616e+23
950,951,2.5096938371888427e+21,1.646746914578299e+24,2.76769897120111e+23,3.594099674351642e+23,2.057771006436226e+47,2.76769897120111e+23,4.536266092764209e+23
951,952,8.731057527934322e+21,1.1797888733240606e+24,2.7718735089837266e+23,2.8363260669997733e+23,1.572802830814816e+47,2.7718735089837266e+23,3.965857827525863e+23
952,953,1.091767121685333e+22,1.5809598480697526e+24,4.1427201834446304e+23,3.507794939995084e+23,2.946675585937463e+47,4.1427201834446304e+23,5.4283290117102e+23
953,954,8.863088107137805e+21,1.3501549072852715e+24,2.787806109303698e+23,3.149485236491266e+23,1.7691120157947465e+47,2.787806109303698e+23,4.206081330400955e+23
954,955,5.332652433244393e+21,2.4149623813824852e+24,4.994781179818382e+23,5.6341991984640076e+23,5.669203964224037e+47,4.994781179818382e+23,7.529411639845464e+23
955,956,5.735408234964346e+21,2.1402259828532497e+24,4.2080801422509607e+23,4.818246649805368e+23,4.092343926196752e+47,4.2080801422509607e+23,6.397143054674291e+23
956,957,2.321936438900862e+21,1.4401514294069806e+24,2.8557015064626046e+23,2.9398961381284723e+23,1.6798020396995497e+47,2.8557015064626046e+23,4.098538812430047e+23
957,958,2.102508746949794e+21,7.346418482408507e+23,1.891998202945746e+23,2.0896034577572014e+23,7.946099810620785e+46,1.891998202945746e+23,2.8188827238146652e+23
958,959,3.2455389028769354e+21,8.070045146759839e+23,1.6646412549729916e+23,1.939744790126101e+23,6.533640358579407e+46,1.6646412549729916e+23,2.5560986597898382e+23
959,960,8.713382258899031e+20,8.1615681831613e+23,1.6731033092421312e+23,1.9698910383184028e+23,6.679745386244125e+46,1.6731033092421312e+23,2.5845203396847403e+23
960,961,4.856720307877743e+21,8.584189766718295e+23,1.8512659449317735e+23,2.225645003269667e+23,8.380681279443369e+46,1.8512659449317735e+23,2.8949406348737738e+23
961,962,7.362055736790396e+21,8.167220105261484e+23,1.9812014826642458e+23,2.2571935136663954e+23,9.020081873048655e+46,1.9812014826642458e+23,3.0033451138769676e+23
962,963,1.390672847280625e+22,8.316069661990585e+23,1.892858026938671e+23,2.2086213485919707e+23,8.460919771602374e+46,1.892858026938671e+23,2.9087660221479443e+23
963,964,7.525490796990885e+21,9.870234161826577e+23,2.1275556342220698e+23,2.3645445298931932e+23,1.0117563810557894e+47,2.1275556342220698e+23,3.180811816275508e+23
964,965,6.610070133594458e+21,9.906624579872872e+23,2.128190054358301e+23,2.354519730390162e+23,1.007295606826615e+47,2.128190054358301e+23,3.173792064434302e+23
965,966,1.7203704739899774e+21,3.6565948535575075e+24,5.1396341562059396e+23,7.096201392344513e+23,7.677191346035096e+47,5.1396341562059396e+23,8.761958311950073e+23
966,967,3.686743204995082e+21,3.8023781044273265e+24,4.859440358247768e+23,6.932139407779395e+23,7.166871736425526e+47,4.859440358247768e+23,8.465737851141816e+23
967,968,1.0264325677583119e+21,1.394393096397325e+24,2.2374519669928528e+23,2.873538440637222e+23,1.3263414474419988e+47,2.2374519669928528e+23,3.6418970982744676e+23
968,969,1.7659016233559194e+22,1.2500438340217585e+24,3.024260859278456e+23,3.380161618895206e+23,2.0571646314815925e+47,3.024260859278456e+23,4.535597679999399e+23
969,970,1.0923094680788036e+22,1.2080138346548182e+24,3.0637136884641165e+23,3.296716277780937e+23,2.02546797810682e+47,3.0637136884641165e+23,4.5005199456360814e+23
970,971,2.2194150066741907e+22,1.489898836678797e+24,2.412363132149467e+23,3.123399688844517e+23,1.5575121497628017e+47,2.412363132149467e+23,3.9465328451221605e+23
971,972,3.105778630806303e+21,1.5399185246478727e+24,2.740734579103623e+23,3.098496916589311e+23,1.7112309175207782e+47,2.740734579103623e+23,4.136702693596408e+23
972,973,2.167263800619432e+22,1.0629506771102388e+24,2.801543771616921e+23,3.031894440368766e+23,1.7041031401824592e+47,2.801543771616921e+23,4.128078415173892e+23
973,974,6.61278908614284e+21,5.974479790509463e+24,1.264578191943755e+24,1.527227608427386e+24,3.93158217148257e+48,1.264578191943755e+24,1.9828217699739353e+24
974,975,3.5909976935233036e+21,8.909959530341003e+23,2.3012349836815535e+23,2.189233017064062e+23,1.0088423653123256e+47,2.3012349836815535e+23,3.1762278969121934e+23
975,976,2.1024528518277497e+21,1.813457607414115e+24,5.183473987495548e+23,5.4520177278414005e+23,5.659289988373989e+47,5.183473987495548e+23,7.522825259418159e+23
976,977,2.3157553165904642e+21,5.13732406895309e+23,1.2792941121695796e+23,1.369956135105074e+23,3.513373237543784e+46,1.2792941121695796e+23,1.874399433830416e+23
977,978,1.3646978891636623e+21,5.403029550701487e+23,1.4173437827249885e+23,1.4102488767755983e+23,3.997665292876016e+46,1.4173437827249885e+23,1.999416238024493e+23
978,979,8.334288511452207e+21,5.7658928381466006e+23,1.77111954160715e+23,1.6640486625535652e+23,5.905922382009031e+46,1.77111954160715e+23,2.430210357563524e+23
979,980,7.540720454615786e+21,5.8146839511234906e+23,1.765769252525449e+23,1.6571331547194478e+23,5.864031345634711e+46,1.765769252525449e+23,2.4215762109904183e+23
980,981,7.901884643917213e+21,5.763733405845308e+23,1.8502032114461386e+23,1.75571918953761e+23,6.505801796156206e+46,1.8502032114461386e+23,2.5506473288473665e+23
981,982,1.0602380858517094e+20,5.5320929119376044e+23,9.908991075264369e+22,1.1916960152129898e+23,2.402020433971208e+46,9.908991075264369e+22,1.549845293560363e+23
982,983,4.648341869676938e+21,6.272997290430917e+23,1.1543722294614635e+23,1.277109244633796e+23,2.9635832668809353e+46,1.1543722294614635e+23,1.7215061042241283e+23
983,984,2.543984036262052e+21,8.602565991101746e+23,2.846816097098241e+23,2.6475227129042708e+23,1.511373840604165e+47,2.846816097098241e+23,3.887639181565292e+23
984,985,2.631602042737313e+21,6.888955764816706e+23,2.1342028277638154e+23,1.960164988272853e+23,8.397068491285781e+46,2.1342028277638154e+23,2.8977695718061814e+23
985,986,1.0394800117661028e+22,1.305072548634383e+24,1.630830660233926e+23,1.7131882175887345e+23,5.594622511243891e+46,1.630830660233926e+23,2.365295438469345e+23
986,987,1.0588256952292422e+20,1.502649347801115e+24,1.9798528340516144e+23,1.919440420475924e+23,7.604068772259e+46,1.9798528340516144e+23,2.7575476010866976e+23
987,988,2.3331209042411716e+22,2.72669735662162e+24,3.716831740826112e+23,4.576260078004686e+23,3.475699449115191e+47,3.716831740826112e+23,5.895506296422039e+23
