,polynomial-regression-model-degree,residuals-min,residuals-max,residuals-µ,residuals-σ,mse,mae,rmse
328,329,1.4214032999511386e+21,3.065544403192329e+23,8.220930706832652e+22,7.383665469028498e+22,1.2210221744506782e+46,8.220930706832652e+22,1.1049987214701554e+23
329,330,1.7058038003215408e+22,1.3697670753788212e+24,3.337236408518991e+23,2.8774228865792788e+23,1.9416709314554965e+47,3.337236408518991e+23,4.406439528071952e+23
330,331,4.6415726159806627e+21,4.2364410600087315e+23,1.3626889569298387e+23,1.1510844482899948e+23,3.1819166004336134e+46,1.3626889569298387e+23,1.78379275714238e+23
331,332,2.8990551011839e+21,4.0743036901854076e+23,9.913415464875508e+22,8.108191233895831e+22,1.6401857126465807e+46,9.913415464875508e+22,1.2806973540405949e+23
332,333,1.1592862965931658e+22,4.455721423758837e+23,9.905227196198934e+22,8.138922792012892e+22,1.643555900226659e+46,9.905227196198934e+22,1.2820124415256894e+23
333,334,1.8364406478672516e+22,4.514667745522636e+23,9.829800902328925e+22,8.237959607888146e+22,1.6448896428062313e+46,9.829800902328925e+22,1.2825325114032124e+23
334,335,1.0971890173452464e+21,4.317463032549759e+23,1.0477902457142059e+23,8.366455043458555e+22,1.7978400989559665e+46,1.0477902457142059e+23,1.3408355972884844e+23
335,336,6.038570237842864e+20,7.278035039213185e+23,1.388670185376051e+23,1.5003381379695086e+23,4.1794194119981684e+46,1.388670185376051e+23,2.0443628376582687e+23
336,337,2.2021257876750582e+21,6.930651555695313e+23,1.3000416217954345e+23,1.4432519344083486e+23,3.7730843645739445e+46,1.3000416217954345e+23,1.942442885794572e+23
337,338,1.407178154030819e+21,6.599647399414451e+23,1.2289837216330549e+23,1.4153035153915174e+23,3.5134850287186205e+46,1.2289837216330549e+23,1.8744292541247378e+23
338,339,2.7596771530111514e+21,9.779037947254829e+23,2.296207708880415e+23,2.408081024660868e+23,1.1071424063653576e+47,2.296207708880415e+23,3.3273749508664596e+23
339,340,5.583957236374978e+20,5.025418612970636e+23,9.776225057257177e+22,1.0419211426354138e+23,2.041345431172117e+46,9.776225057257177e+22,1.4287566031945809e+23
340,341,1.7609121620332239e+21,5.201851363757577e+23,1.0358815854322922e+23,1.092543266865085e+23,2.2667014490099517e+46,1.0358815854322922e+23,1.5055568567842104e+23
341,342,1.2512770741208942e+22,1.0782248448802617e+24,2.5912353466360307e+23,2.6598745792662415e+23,1.3789433399082716e+47,2.5912353466360307e+23,3.713412635175724e+23
342,343,5.195174407452483e+21,1.0863739983827675e+24,2.2950702071262135e+23,2.402343924330984e+23,1.1038603586408358e+47,2.2950702071262135e+23,3.322439402970107e+23
343,344,1.756575553126635e+21,5.486654923773402e+23,1.4422645434383446e+23,1.3130567651593667e+23,3.804245081790197e+46,1.4422645434383446e+23,1.950447405543199e+23
344,345,1.4032174765681504e+21,4.446455952355256e+23,1.2660459315929467e+23,1.2825782435425552e+23,3.2478792517117587e+46,1.2660459315929467e+23,1.8021873520008287e+23
345,346,1.707173861166227e+21,5.868481964922246e+23,1.773712367771983e+23,1.694622176601758e+23,6.017799885017775e+46,1.773712367771983e+23,2.4531204383433306e+23
346,347,9.224218077234975e+22,8.662539151303142e+24,1.7281568402988574e+24,1.7881890498137577e+24,6.184146142545562e+48,1.7281568402988574e+24,2.4867943506742896e+24
347,348,3.9894858860067765e+22,9.413420265581905e+24,1.9761285148577327e+24,2.0275729745214013e+24,8.016136074243391e+48,1.9761285148577327e+24,2.831278169704169e+24
348,349,1.6867565473569498e+22,3.0601800910654753e+24,6.530326088079578e+23,6.841778732820568e+23,8.945509504552854e+47,6.530326088079578e+23,9.458070365858384e+23
349,350,2.80463372931912e+22,3.9790562005410226e+24,8.984236067897132e+23,9.426167113359137e+23,1.6956912417267704e+48,8.984236067897132e+23,1.3021870993550698e+24
350,351,1.521840052903017e+21,1.0329377779414921e+24,2.4829557259853848e+23,2.561173493193493e+23,1.2724678799440572e+47,2.4829557259853848e+23,3.567166774828529e+23
351,352,2.7653870542481355e+21,1.2027844379072626e+25,2.2947284652060887e+24,2.701263453375184e+24,1.2562602973567519e+49,2.2947284652060887e+24,3.544376246050568e+24
352,353,1.196918113945579e+21,9.253174012163628e+23,1.8855225922509034e+23,2.116832660049093e+23,8.036175956539088e+46,1.8855225922509034e+23,2.834814977478969e+23
353,354,3.2836225863616383e+21,1.1605597058951272e+24,2.1683325648653427e+23,2.5506472714611885e+23,1.1207467615267922e+47,2.1683325648653427e+23,3.347755608653045e+23
354,355,4.6973802363248097e+21,1.4621431451092544e+24,2.875111023990312e+23,2.9970785610431063e+23,1.7248743301334838e+47,2.875111023990312e+23,4.153160639962634e+23
355,356,5.34673545489373e+21,8.11269016410364e+23,2.0340362272804495e+23,1.986705367065411e+23,8.084301589415793e+46,2.0340362272804495e+23,2.8432906269700593e+23
356,357,7.278709448023368e+21,1.4344984741479283e+24,3.781394387244776e+23,3.5017473752917e+23,2.6561178192248606e+47,3.781394387244776e+23,5.153753796239068e+23
357,358,2.5356972080966926e+21,5.4436144129532574e+23,1.798863270645213e+23,1.6315808684505414e+23,5.897965196770214e+46,1.798863270645213e+23,2.4285726665616193e+23
358,359,5.243100137240047e+21,5.2417982658576423e+23,1.7134472122109273e+23,1.4869722817992052e+23,5.146987915872535e+46,1.7134472122109273e+23,2.2686974050923e+23
359,360,1.1389752812477623e+21,5.5077450010996627e+23,1.607934960800352e+23,1.3880204395885937e+23,4.5120555788797434e+46,1.607934960800352e+23,2.1241599701716778e+23
360,361,4.409208155842362e+21,6.570526426880858e+23,1.4519313906454477e+23,1.398175518749944e+23,4.062999544373299e+46,1.4519313906454477e+23,2.0156883549728858e+23
361,362,1.0468943190103698e+22,9.757106310888842e+23,2.0436977642862595e+23,2.003955080990925e+23,8.192536518377999e+46,2.0436977642862595e+23,2.8622607355686517e+23
362,363,7.809849927623315e+21,1.1191626693626951e+24,2.5531812017986272e+23,2.5845997742041638e+23,1.3198890242034098e+47,2.5531812017986272e+23,3.633027696293286e+23
363,364,9.053631645879393e+21,1.1306688899401595e+24,2.8583569616807655e+23,2.804995218198132e+23,1.6038202694503284e+47,2.8583569616807655e+23,4.0047724897306317e+23
364,365,8.85053564727916e+21,1.0688128167871022e+24,2.6389548241195996e+23,2.7131514441512646e+23,1.4325273322644198e+47,2.6389548241195996e+23,3.7848742809562645e+23
365,366,8.708281081630382e+21,1.6185977400688922e+24,3.920664209595621e+23,4.619383455994177e+23,3.671031135791676e+47,3.920664209595621e+23,6.058903478181242e+23
366,367,1.5967588348330538e+22,1.4172270502853396e+24,3.1342529625194305e+23,3.092496480075543e+23,1.938707611234145e+47,3.1342529625194305e+23,4.403075755916703e+23
367,368,1.3769801206808529e+22,6.258600715376709e+23,1.244207101433036e+23,1.3189974006744404e+23,3.2878054542423285e+46,1.244207101433036e+23,1.8132306676874644e+23
368,369,5.856042978760588e+21,6.38823456399988e+23,1.2550245985842936e+23,1.3410887742379934e+23,3.373605843438831e+46,1.2550245985842936e+23,1.836737826538897e+23
369,370,1.6930781246386466e+21,5.922498290492539e+23,1.1850432141247377e+23,1.2679800062458061e+23,3.0121007155822034e+46,1.1850432141247377e+23,1.735540467860719e+23
370,371,5.087624608761973e+21,9.333960018766978e+23,2.4465288378499648e+23,2.437603076884932e+23,1.1927412114870388e+47,2.4465288378499648e+23,3.4536085642224115e+23
371,372,4.6457733973994593e+21,7.185675324373333e+23,1.84574938422168e+23,1.9929655830681762e+23,7.378702604648985e+46,1.84574938422168e+23,2.7163767420313746e+23
372,373,1.4740279088164698e+21,5.5666817842834235e+23,1.3517625952332479e+23,1.4998173980931645e+23,4.0767143414946745e+46,1.3517625952332479e+23,2.0190875021887177e+23
373,374,2.4514826616524264e+22,5.629174224035681e+24,1.529820088940775e+24,1.338011011932967e+24,4.130622972580645e+48,1.529820088940775e+24,2.0323934098940208e+24
374,375,2.7577895445274925e+20,3.096447664026846e+23,9.674993272623066e+22,8.76592771623245e+22,1.7044698355151382e+46,9.674993272623066e+22,1.3055534594627438e+23
375,376,6.997924937594566e+20,3.730639279442479e+23,8.839940586082734e+22,8.492501256470401e+22,1.5026712715662413e+46,8.839940586082734e+22,1.2258349283513835e+23
376,377,1.4111536264005026e+21,4.09450107462833e+23,1.1434490445679756e+23,1.2324855797413186e+23,2.8264964217937104e+46,1.1434490445679756e+23,1.6812187310976852e+23
377,378,1.4063297660959578e+21,3.5266268913249526e+23,9.992428137297117e+22,9.719391308016364e+22,1.9431518747739118e+46,9.992428137297117e+22,1.3939698256325033e+23
378,379,4.565476045432284e+21,5.035408784912876e+23,1.2650980005560412e+23,1.3935162441259733e+23,3.542360473653852e+46,1.2650980005560412e+23,1.8821159564845765e+23
379,380,4.6257709738967244e+21,6.396291750128763e+23,1.4085948465584679e+23,1.5107478476986436e+23,4.2664985010771584e+46,1.4085948465584679e+23,2.0655504111682092e+23
380,381,7.166144698643103e+21,7.011003899663645e+23,1.4129257407086533e+23,1.4931383740742026e+23,4.2258213528900495e+46,1.4129257407086533e+23,2.0556802652382615e+23
381,382,3.058768309137619e+20,1.5370986587270828e+24,4.146792761190523e+23,3.9138428181153397e+23,3.251405580917515e+47,4.146792761190523e+23,5.70210976825027e+23
382,383,1.4150157345434422e+21,6.880232224166334e+23,1.4928851418863805e+23,1.4431489444006462e+23,4.311384922589817e+46,1.4928851418863805e+23,2.076387469281641e+23
383,384,9.036304875142303e+21,5.931982126767812e+23,1.7121125640148823e+23,1.522229829158973e+23,5.24851308463897e+46,1.7121125640148823e+23,2.2909633529672556e+23
384,385,1.5954530760699454e+21,5.752580794508045e+23,1.6551551748368005e+23,1.5020437421126277e+23,4.995674056008746e+46,1.6551551748368005e+23,2.2351004576995517e+23
385,386,4.569505162401062e+21,9.81009197559417e+23,2.2238277082108713e+23,2.0250128884051895e+23,9.046086874013543e+46,2.2238277082108713e+23,3.0076713374325897e+23
386,387,4.881583410244099e+21,1.5425555840425532e+24,3.954386229340163e+23,3.5518812155005614e+23,2.825303061982086e+47,3.954386229340163e+23,5.315357995452504e+23
387,388,3.4000635473449317e+22,2.705122217069321e+24,7.586370836213046e+23,8.123790975739753e+23,1.2354900228205445e+48,7.586370836213046e+23,1.1115259883693879e+24
388,389,1.718499336127818e+22,2.4871835765329394e+25,7.335413245285469e+24,7.550105792905313e+24,1.1081238496317184e+50,7.335413245285469e+24,1.0526746171689134e+25
389,390,5.498204070245307e+22,1.2425991425658355e+25,3.5926902980861954e+24,3.445772867188229e+24,2.478077423021326e+49,3.5926902980861954e+24,4.978029151201634e+24
390,391,1.8469531310250353e+22,8.851988640864246e+23,2.2835650504755054e+23,2.367375096957303e+23,1.0819134189446795e+47,2.2835650504755054e+23,3.2892452309681616e+23
391,392,4.941074193594181e+21,4.6674418953227536e+23,1.3248102684933974e+23,1.0983574620760567e+23,2.961511362003704e+46,1.3248102684933974e+23,1.7209042280161045e+23
392,393,4.2409333855933935e+21,4.977557607632305e+23,1.4074533507261816e+23,1.2269665274205907e+23,3.4863717938808985e+46,1.4074533507261816e+23,1.8671828496108512e+23
393,394,1.763646123071798e+20,9.136248183725545e+23,1.60028307785858e+23,1.8380635990358432e+23,5.939383723381129e+46,1.60028307785858e+23,2.437085087431526e+23
394,395,1.8487689308138583e+21,8.141947437664639e+23,1.4819820927501414e+23,1.6756889490770984e+23,5.0042043772912e+46,1.4819820927501414e+23,2.2370079072929536e+23
395,396,2.744514191516913e+21,7.105950371850582e+23,1.5891382440262216e+23,1.6723418287431718e+23,5.322087550790799e+46,1.5891382440262216e+23,2.3069650085752922e+23
396,397,7.579916713321218e+22,5.335585126176327e+24,1.2763836950183855e+24,1.2527276176547314e+24,3.1984818209436864e+48,1.2763836950183855e+24,1.7884299877109215e+24
397,398,5.831175594546483e+21,9.741608411633809e+23,1.815099922494501e+23,1.9520732536211994e+23,7.105177716142799e+46,1.815099922494501e+23,2.6655539229478736e+23
398,399,1.324663926542299e+21,8.548122223251171e+23,1.4862003703576407e+23,1.6246756557205416e+23,4.84836252714216e+46,1.4862003703576407e+23,2.201899754108293e+23
399,400,3.647034512173076e+20,7.519396469166406e+23,1.6183983385295176e+23,1.6931322669422952e+23,5.485910055516259e+46,1.6183983385295176e+23,2.342201967277002e+23
400,401,6.235685313775527e+21,1.5326915437258085e+24,3.589694116877824e+23,3.022982229935768e+23,2.2024325415254687e+47,3.589694116877824e+23,4.6930081414008527e+23
401,402,3.0399394159728053e+20,3.790066201962388e+24,8.026176092682744e+23,8.095854866091754e+23,1.2996236868357358e+48,8.026176092682744e+23,1.1400103889157045e+24
402,403,2.6863680300407996e+21,8.90583481749016e+23,2.5145981976746086e+23,2.0690356935808606e+23,1.0604112797060025e+47,2.5145981976746086e+23,3.256395675752568e+23
403,404,1.2161621031066322e+22,9.503589495031387e+23,2.43128807454339e+23,2.0723464283619566e+23,1.0205781420561459e+47,2.43128807454339e+23,3.194648872812388e+23
404,405,1.2773648727845292e+22,2.3408016175326774e+24,5.782881721932144e+23,5.85596388726547e+23,6.773403405881418e+47,5.782881721932144e+23,8.230068897573955e+23
405,406,2.0335991083008057e+22,1.157386017956174e+24,3.35046026192141e+23,3.014492782653037e+23,2.031275070338173e+47,3.35046026192141e+23,4.506966907287176e+23
406,407,2.131872458670509e+23,5.713916370858668e+24,2.2390350237053322e+24,1.7553400342280184e+24,8.09449647314276e+48,2.2390350237053322e+24,2.845082858748188e+24
407,408,1.53629723837473e+22,1.170716564806678e+24,3.703511851098063e+23,3.330495620612989e+23,2.48082011101461e+47,3.703511851098063e+23,4.9807831824067684e+23
408,409,1.6529293684266748e+22,6.875359576694725e+23,1.5781306050470528e+23,1.330982191833452e+23,4.262009801563956e+46,1.5781306050470528e+23,2.0644635626631815e+23
409,410,1.651272187253432e+22,6.908906071892595e+23,1.6124135647615743e+23,1.3728252228836742e+23,4.4845265964127375e+46,1.6124135647615743e+23,2.117670086772899e+23
410,411,1.4187273444914534e+22,1.5924962387641855e+24,4.34722350707419e+23,3.8045379057249267e+23,3.3372860896556227e+47,4.34722350707419e+23,5.776924865060669e+23
411,412,1.33315120846932e+22,1.5935775724373615e+24,4.350835996141117e+23,3.808711358679139e+23,3.343605607904876e+47,4.350835996141117e+23,5.78239189946935e+23
412,413,1.3903208127855193e+21,9.242713315703597e+23,1.8314383674085445e+23,1.9306306863612246e+23,7.081501340735691e+46,1.8314383674085445e+23,2.6611090433756543e+23
413,414,4.602032626743292e+21,4.411769315234914e+23,1.2992890569456114e+23,1.105419389351053e+23,2.910104079851871e+46,1.2992890569456114e+23,1.705902716995278e+23
414,415,2.519769391866906e+21,3.9780892851814315e+23,1.3442785600536785e+23,1.0003244297574582e+23,2.807733811789576e+46,1.3442785600536785e+23,1.675629377812879e+23
415,416,1.4655317346376955e+20,4.380375197858933e+23,1.2657538859244946e+23,1.0253356840745908e+23,2.6534461647696676e+46,1.2657538859244946e+23,1.6289401968057845e+23
416,417,8.279175783783072e+18,4.572697007895839e+23,1.267157190440152e+23,1.0583788165376723e+23,2.7258530645798626e+46,1.267157190440152e+23,1.651015767514006e+23
417,418,1.116870502534161e+22,1.344241609774676e+24,4.1352811541069767e+23,3.6633250269309894e+23,3.052050047645126e+47,4.1352811541069767e+23,5.524536222747685e+23
418,419,6.167324798813246e+21,1.0036205962827445e+24,1.9377682063826154e+23,1.9294905320220554e+23,7.477879334830053e+46,1.9377682063826154e+23,2.7345711427626185e+23
419,420,1.5876243400934218e+22,7.87916735306308e+23,2.4731595406465513e+23,1.9427052872392814e+23,9.89062194655852e+46,2.4731595406465513e+23,3.144935920898631e+23
420,421,6.24811233081458e+21,6.333171600586056e+23,1.779327406248706e+23,1.5764267960171228e+23,5.651127461828558e+46,1.779327406248706e+23,2.377210016348694e+23
421,422,4.1448668709673375e+21,6.721194116114263e+23,1.7586130033016797e+23,1.6025987811615633e+23,5.661042548762282e+46,1.7586130033016797e+23,2.3792945485505323e+23
422,423,3.2077517509097003e+20,5.41538548602716e+23,1.1937687833247154e+23,1.217783845941459e+23,2.908081403476542e+46,1.1937687833247154e+23,1.7053097676013415e+23
423,424,5.8883720949587667e+20,8.884570898695512e+23,1.85275407107703e+23,2.1652802968155937e+23,8.121136411670334e+46,1.85275407107703e+23,2.8497607639362175e+23
424,425,1.9367111134968965e+20,8.758798134046116e+23,2.2371082835543813e+23,1.932026305798256e+23,8.737379118644086e+46,2.2371082835543813e+23,2.955905803411889e+23
425,426,7.127079096495553e+20,8.885975963642254e+23,2.202844850900248e+23,2.0388159640779265e+23,9.009295972516738e+46,2.202844850900248e+23,3.001548928889339e+23
426,427,1.1064213780082314e+22,7.128661972289584e+23,1.841388919551379e+23,1.7721260058395918e+23,6.531143733619581e+46,1.841388919551379e+23,2.5556102468137784e+23
427,428,9.164215314472357e+21,7.85410372918229e+23,2.463208190771375e+23,2.3062086686111394e+23,1.1385993014260353e+47,2.463208190771375e+23,3.374313710113562e+23
428,429,1.5185232640445933e+22,8.17934219393789e+23,2.388450400820541e+23,2.4712774095505096e+23,1.1811907352134479e+47,2.388450400820541e+23,3.4368455525575306e+23
429,430,2.365802062375941e+21,6.88915324404439e+23,1.777871427885579e+23,1.6427646881675502e+23,5.859502634782137e+46,1.777871427885579e+23,2.420640955363297e+23
430,431,2.829261132861575e+21,6.350019713251955e+23,1.9136822327159695e+23,1.6037273510355332e+23,6.234121104272228e+46,1.9136822327159695e+23,2.496822201173369e+23
431,432,2.3137786030497983e+21,5.5516247472469443e+23,1.5687733234728088e+23,1.3912838756316623e+23,4.3967205630325803e+46,1.5687733234728088e+23,2.0968358455140402e+23
432,433,1.8201649714547988e+22,1.886659972822127e+24,5.054374915645864e+23,4.8880870500325734e+23,4.944010079660627e+47,5.054374915645864e+23,7.031365500143359e+23
433,434,2.4256115316109775e+21,4.965457748135442e+24,1.4032457283730845e+24,1.2313062951967104e+24,3.485213766788357e+48,1.4032457283730845e+24,1.8668727237785538e+24
434,435,1.0393046761350084e+22,4.940783748245775e+24,1.3903748164484225e+24,1.2285629470075004e+24,3.442509044973738e+48,1.3903748164484225e+24,1.8553999690023005e+24
435,436,2.4818156944948933e+21,5.162007646481396e+23,1.7120014533950087e+23,1.527514045465125e+23,5.264248135519853e+46,1.7120014533950087e+23,2.2943949388716523e+23
436,437,1.1359099821098764e+21,6.958449906850232e+23,2.20346545297359e+23,1.8549705529301026e+23,8.296175754685917e+46,2.20346545297359e+23,2.8803082742452962e+23
437,438,2.0382162087057455e+22,1.3376707442168122e+24,3.8442439367117276e+23,3.392180820130315e+23,2.628510216140486e+47,3.8442439367117276e+23,5.126899858726017e+23
438,439,7.260926175058971e+21,8.586417849950256e+23,2.3531018769384826e+23,2.2531732777648964e+23,1.0613878262885217e+47,2.3531018769384826e+23,3.257894759332354e+23
439,440,7.461756637417965e+21,1.711054628842451e+24,4.994876597141174e+23,4.453704791702797e+23,4.478427859230506e+47,4.994876597141174e+23,6.692105691955639e+23
440,441,7.57564005054198e+21,1.6558433633183716e+24,4.634567912349536e+23,4.1776738297805694e+23,3.893217836221339e+47,4.634567912349536e+23,6.239565558771972e+23
441,442,6.739084195109704e+20,9.148483143216595e+23,2.641730430660016e+23,2.3265416534329388e+23,1.2391535733433626e+47,2.641730430660016e+23,3.5201613220751154e+23
442,443,8.92232986917897e+20,1.0474365317948337e+24,2.8586159717857735e+23,2.7221722372849694e+23,1.5581906963593783e+47,2.8586159717857735e+23,3.947392425841872e+23
443,444,5.479606648484957e+21,6.33773844339734e+23,1.4462250965217032e+23,1.6409819684447498e+23,4.784388850570016e+46,1.4462250965217032e+23,2.1873245873829553e+23
444,445,2.905660601479095e+21,4.92616868051996e+23,1.3934676180926317e+23,1.0560280112010893e+23,3.05694716311408e+46,1.3934676180926317e+23,1.7484127553624402e+23
445,446,1.010250008557565e+21,7.148704630757523e+23,2.1393010222303464e+23,2.0031432876893675e+23,8.589191894730772e+46,2.1393010222303464e+23,2.9307323137282212e+23
446,447,1.107066299015074e+22,8.217866172165978e+23,2.2577668669301613e+23,1.5971796243295166e+23,7.648493977781012e+46,2.2577668669301613e+23,2.7655910720460847e+23
447,448,8.178076907028156e+21,6.443613997117734e+23,1.7195751215728286e+23,1.7439555929514788e+23,5.998319708918953e+46,1.7195751215728286e+23,2.4491467307858372e+23
448,449,4.3857251883493727e+21,6.253176909229137e+23,1.7222081007915518e+23,1.4852179389785136e+23,5.171873068695627e+46,1.7222081007915518e+23,2.2741752502161367e+23
449,450,8.879441932582526e+21,1.8504437913225857e+24,5.273446061869663e+23,4.847403216713341e+23,5.130655131285151e+47,5.273446061869663e+23,7.162859157686371e+23
450,451,4.089356668572174e+21,1.3520154509629317e+24,3.073620098103638e+23,3.1383101736273266e+23,1.92961312533594e+47,3.073620098103638e+23,4.3927361920970624e+23
451,452,8.07927942683013e+21,2.1472992189725646e+24,6.744003222805324e+23,6.404365494745027e+23,8.64974768594893e+47,6.744003222805324e+23,9.300401973005753e+23
452,453,6.568918324903161e+22,4.264947047988262e+24,1.019416072642629e+24,1.0770068995619789e+24,2.1991529908662284e+48,1.019416072642629e+24,1.4829541432108507e+24
453,454,1.862649619877244e+21,9.834548886744715e+23,3.1557010876951756e+23,3.197022152287636e+23,2.0179399997098383e+47,3.1557010876951756e+23,4.4921487060312664e+23
454,455,9.89260472782979e+21,6.179023351542709e+23,1.6202935649089578e+23,1.370547954702379e+23,4.503752932624252e+46,1.6202935649089578e+23,2.1222047339086425e+23
455,456,5.997338665150054e+20,6.283809470279554e+23,1.660871291961079e+23,1.3798306305701085e+23,4.662426017519967e+46,1.660871291961079e+23,2.159265156834604e+23
456,457,8.255310472745362e+20,7.175853156732149e+23,1.7111244043286265e+23,1.5142326367313884e+23,5.220847205231489e+46,1.7111244043286265e+23,2.2849173300650265e+23
457,458,1.330747761215079e+21,7.187247077847441e+23,1.726661713708642e+23,1.540347706590295e+23,5.354031730785248e+46,1.726661713708642e+23,2.3138780717196938e+23
458,459,5.364745567848408e+21,9.919620906297143e+23,2.2497017027008743e+23,2.1432429090511602e+23,9.654647918333293e+46,2.2497017027008743e+23,3.10719293226753e+23
459,460,8.492252446856504e+21,2.1199771761246483e+24,3.626884276896766e+23,4.0369097133428854e+23,2.9450929591683113e+47,3.626884276896766e+23,5.426871068275265e+23
460,461,2.3355473518085055e+21,5.833089051134026e+23,1.8621461463768832e+23,1.566917505401284e+23,5.92281873919926e+46,1.8621461463768832e+23,2.4336841905225213e+23
461,462,2.923623466311439e+21,5.428121564571233e+23,1.7733171646631856e+23,1.5569063866279078e+23,5.568611263211847e+46,1.7733171646631856e+23,2.3597905125692508e+23
462,463,2.151066337185841e+23,1.943660903444668e+25,3.945256790762243e+24,4.4021888996853327e+24,3.4944318253568343e+49,3.945256790762243e+24,5.911371943429744e+24
463,464,2.7928570312600263e+22,2.634500267828141e+24,4.849108970282248e+23,5.5852337499332796e+23,5.470869384706552e+47,4.849108970282248e+23,7.396532555668603e+23
464,465,2.5372534486595535e+19,7.069256836309667e+23,1.0442448201695844e+23,1.0575854776231786e+23,2.2089342869304533e+46,1.0442448201695844e+23,1.4862483934156005e+23
465,466,2.542406913867261e+21,8.357169475625714e+23,1.210793675155667e+23,1.1563306328573027e+23,2.8031218562811366e+46,1.210793675155667e+23,1.6742526261831385e+23
466,467,3.962111279778935e+21,6.855623440110676e+23,1.2858476868052185e+23,9.849219872003337e+22,2.623475594532986e+46,1.2858476868052185e+23,1.61971466454218e+23
467,468,3.3331223699737543e+21,6.047562784050069e+23,1.7020659748806163e+23,1.574438496944303e+23,5.375885163506539e+46,1.7020659748806163e+23,2.3185955152864715e+23
468,469,1.0081424471700904e+21,1.104935775039859e+24,1.7967599221187366e+23,1.803089915046588e+23,6.479479459474841e+46,1.7967599221187366e+23,2.545482166402829e+23
469,470,4.570793743613365e+20,9.87900159877078e+23,1.3960736415413751e+23,1.4415416443957723e+23,4.0270639251338634e+46,1.3960736415413751e+23,2.0067545752118925e+23
470,471,1.176210825465836e+21,9.752988676531058e+23,1.3541855384187175e+23,1.4061505877999324e+23,3.811077948032487e+46,1.3541855384187175e+23,1.9521982348195297e+23
471,472,2.0158767682858682e+21,9.243129937847219e+23,1.1771133251087282e+23,1.2875775134267756e+23,3.043451633230805e+46,1.1771133251087282e+23,1.7445491203261677e+23
472,473,3.2745218834216853e+21,8.01282020311067e+23,1.2880518088716083e+23,9.728639142445534e+22,2.605541657976656e+46,1.2880518088716083e+23,1.6141690301751724e+23
473,474,6.438110351927814e+20,1.0075666406656492e+24,1.3327162742371917e+23,1.3390768293358115e+23,3.5692594224807116e+46,1.3327162742371917e+23,1.8892483750107374e+23
474,475,5.203240034145212e+21,5.946301139385021e+23,1.2931786762618954e+23,1.2128844586989786e+23,3.1433997988919823e+46,1.2931786762618954e+23,1.7729635638929476e+23
475,476,5.916710339630023e+21,5.5403764470473436e+23,1.1467114541163054e+23,1.1831932636226693e+23,2.714893458083595e+46,1.1467114541163054e+23,1.6476933750196348e+23
476,477,2.7240486410184536e+21,2.8011528563035015e+24,6.144462121650147e+23,7.135979844748432e+23,8.867662310904928e+47,6.144462121650147e+23,9.416826594402664e+23
477,478,3.9155124573317366e+18,4.066681717765374e+23,1.2132131737331004e+23,1.1738297522944725e+23,2.8497624922912447e+46,1.2132131737331004e+23,1.6881239564354403e+23
478,479,2.7371680006017867e+21,3.421585225133114e+23,8.796819039466265e+22,8.59574319763149e+22,1.5127082633274423e+46,8.796819039466265e+22,1.229922055793554e+23
479,480,1.7748824419931825e+21,4.593668684439657e+23,1.3042298151429194e+23,1.1381602980337075e+23,2.996424274727912e+46,1.3042298151429194e+23,1.731018276832429e+23
480,481,1.570723291349511e+21,1.02208970584398e+24,1.8998340251198515e+23,2.032239233936804e+23,7.739365626955147e+46,1.8998340251198515e+23,2.7819715359714138e+23
481,482,1.7551814544379085e+19,3.424430231356066e+23,7.171404195732212e+22,7.053760498002413e+22,1.0118457530174484e+46,7.171404195732212e+22,1.0059054394014621e+23
482,483,4.5009738648270385e+21,3.905774162161492e+23,7.65629496575519e+22,7.791553105426538e+22,1.1932715239733019e+46,7.65629496575519e+22,1.0923696828332896e+23
483,484,1.8252584985909873e+21,4.0342242996942745e+23,8.022877903271369e+22,8.034193890922405e+22,1.2891484132773488e+46,8.022877903271369e+22,1.1354067171182971e+23
484,485,6.538168170406136e+21,4.475518478126262e+23,8.861412397157055e+22,8.774471548387594e+22,1.5551598062595212e+46,8.861412397157055e+22,1.2470604661601302e+23
485,486,3.470874661569934e+21,3.69644695935346e+23,9.29075560633259e+22,8.376070506892976e+22,1.564766968730428e+46,9.29075560633259e+22,1.2509064588251306e+23
486,487,3.2367615041710273e+20,5.463044505402331e+23,9.603828216069094e+22,1.0816329385870076e+23,2.092264977874014e+46,9.603828216069094e+22,1.4464663763371806e+23
487,488,1.257773277736905e+23,4.274097112443054e+24,1.0126917698417427e+24,7.415071091684097e+23,1.5753774136524932e+48,1.0126917698417427e+24,1.255140395992613e+24
488,489,1.686058170870053e+20,8.065700834233766e+23,2.1480032439205432e+23,2.2234354842749177e+23,9.557583288626017e+46,2.1480032439205432e+23,3.0915341318876e+23
489,490,5.7935369081920894e+20,7.873621962863528e+23,1.8515668420441288e+23,1.748044251795534e+23,6.483958476792677e+46,1.8515668420441288e+23,2.546361811839134e+23
490,491,1.2147395692381067e+21,8.591119901416121e+23,1.742868517274422e+23,1.6612779892751193e+23,5.797435226156324e+46,1.742868517274422e+23,2.4077863746928058e+23
491,492,1.3794146528202536e+20,8.770433916723254e+23,1.7587130291450456e+23,1.6641668951957624e+23,5.862522973950044e+46,1.7587130291450456e+23,2.4212647467697627e+23
492,493,5.582336074055401e+23,6.513644333686507e+25,1.3038729453849457e+25,1.176992521526617e+25,3.085396053436398e+50,1.3038729453849457e+25,1.7565295481250517e+25
